  420.7136,  292.2130,  214.7184,    2.3823
  407.2099,  302.4087,  202.3846,    2.3924
  401.6030,  291.7505,  204.1184,    2.3952
  403.5376,  290.7746,  206.4460,    2.5551
  402.1763,  289.9258,  203.2065,    1.6426
  408.5100,  296.3669,  204.9363,    2.3177
  395.2613,  325.7108,  219.9106,    1.5229
  427.8126,  279.0575,  218.4842,    2.7228
  395.7307,  301.6914,  202.2129,    1.3308
  401.8387,  292.7634,  203.0718,    2.5010
  402.5206,  277.1038,  210.2875,    1.8566
  400.0000,  295.0000,  197.9091,    0.0047
  398.6923,  299.6154,  198.3428,    2.5149
  407.0767,  298.9521,  204.8948,    1.5337
  399.5287,  313.8557,  211.5941,    1.7535
  403.6289,  302.9955,  197.7530,    2.6874
  392.1880,  297.1862,  196.9679,    2.1657
  393.7248,  298.5734,  199.9571,    2.6023
  400.0275,  298.4674,  200.2175,    1.9257
  390.8008,  332.3494,  218.1938,    2.3534
  399.0839,  305.0723,  202.8138,    1.7863
  394.1898,  324.7608,  216.6067,    2.3344
  405.7474,  296.0513,  201.8171,    2.1738
  407.6898,  313.9581,  206.1413,    2.0136
  414.6552,  299.1672,  204.7064,    2.5923
  395.2444,  307.1648,  206.7370,    2.2292
  392.7493,  301.8588,  202.1406,    2.4233
  401.2644,  292.9608,  203.5743,    1.9497
  400.3740,  287.0153,  205.3937,    1.9983
  401.5000,  305.0000,  194.5643,    0.0043
  410.4137,  311.4320,  209.4128,    2.0288
  411.1163,  297.0498,  206.0501,    2.5003
  412.0138,  293.8111,  209.0940,    2.4436
  409.7373,  301.2409,  201.8602,    2.6082
  399.8691,  293.6303,  198.6274,    1.6440
  415.6069,  287.5325,  214.0878,    2.3190
  403.2279,  328.7597,  225.4613,    1.9601
  391.0075,  305.6758,  205.4617,    2.0596
  400.2873,  293.7281,  204.0860,    1.8351
  403.5466,  300.6044,  201.8776,    2.5033
  409.1467,  303.9002,  201.5722,    2.2008
  399.2177,  303.4623,  201.4930,    2.5366
  411.4249,  296.1124,  208.9128,    2.2458
  404.4218,  298.2036,  203.7636,    2.3678
  396.0623,  291.9545,  199.9795,    1.8028
  401.1687,  295.5051,  203.0373,    2.2572
